PartnerID;PartnerFullName;Lastname;FirstName;BirthDate;Gender;PostalCode;City;Address;isCustomer;isSupplier;isShipper;Phone;Email
;Sárosi Márkus;Sárosi;Márkus;1952.05.06;;1115;Budapest;Béla utca 9;1;0;0;+36(20)457-27-95;sarosi.markus@outlook.com
;Gonda Antoaneta;Gonda;Antoaneta;1952.02.16;;2000;Szentendre;Ménesi  utca 15.;1;0;0;+36(70)289-37-90;gonda.antoaneta@gmail.com
;Gönczöl Bagamér;Gönczöl;Bagamér;1952.01.26;;2531;Tokod;Kossuth  Lajos út 120;1;0;0;+36(30)878-30-67;gonczol.bagamer@aol.com
;Vígh Csatád;Vígh;Csatád;1952.01.08;;1171;Budapest;Kocsis Sándor utca 12;1;0;0;+36(70)124-12-33;vigh.csatad@icloud.com
;Lőkös Mimóza;Lőkös;Mimóza;1951.09.23;;7452;Somogyaszaló;Barsi Ernő utca 6 A ép./2;1;0;0;+36(70)988-80-18;lokos.mimoza@gmx.com
;Kocsi Zsanin;Kocsi;Zsanin;1951.08.24;;6413;Kunfehértó;sed utca 13;1;0;0;+36(30)252-72-59;kocsi.zsanin@gmail.com
;Czeglédi Dió;Czeglédi;Dió;1951.08.15;;6050;Lajosmizse;Lenkey utca 3 fsz./1;1;0;0;+36(20)870-56-39;czegledi.dio@gmail.com
;Dinnyés Szofianna;Dinnyés;Szofianna;1951.07.02;;5400;Mezőtúr;Fő  utca 56;1;0;0;+36(20)100-88-41;dinnyes.szofianna@gmail.com
;Turcsán Őszike;Turcsán;Őszike;1951.06.28;;2134;Sződ;VIII. utca 7;1;0;0;+36(30)313-20-69;turcsan.oszike@protonmail.com
;Kosik Edvin;Kosik;Edvin;1951.06.15;;3580;Tiszaújváros;Lázár Vilmos  utca 40;1;0;0;+36(20)421-27-21;kosik.edvin@outlook.com
;Pápai Harri;Pápai;Harri;1951.04.05;;1192;Budapest;Palló  köz  8/Stilianos ;1;0;0;+36(30)612-91-18;papai.harri@gmx.us
;Pálóczi Efrém;Pálóczi;Efrém;1951.02.21;;1211;Budapest;Berda József  utca 7;1;0;0;+36(70)972-68-63;paloczi.efrem@citromail.hu
;Bicskei Szenta;Bicskei;Szenta;1951.01.04;;1163;Budapest;Bajza utca 20.;1;0;0;+36(20)487-55-67;bicskei.szenta@gmail.com
;Kiszel Reményke;Kiszel;Reményke;1950.12.22;;1139;Budapest;Széchenyi utca 14/1.;1;0;0;+36(30)294-12-40;kiszel.remenyke@gmail.com
;Krámer Nausziká;Krámer;Nausziká;1950.12.16;;3600;Ózd;Gyöngyosi út 5/1;1;0;0;+36(70)297-88-87;kramer.nauszika@outlook.com
;Lőkös Ékes;Lőkös;Ékes;1950.10.21;;1108;Budapest;Csillag utca 24/1;1;0;0;+36(70)266-33-29;lokos.ekes@outlook.com
;Hencz Joli;Hencz;Joli;1950.10.12;;8655;Som;Korányi Frigyes  út 1;1;0;0;+36(30)738-82-71;hencz.joli@gmail.com
;Mihály Krisztin;Mihály;Krisztin;1950.08.12;;3000;Hatvan;Újélet utca 16;1;0;0;+36(20)831-89-72;mihaly.krisztin@protonmail.com
;Frei Zsubor;Frei;Zsubor;1950.03.08;;1139;Budapest;Tölgyfa utca 3 3 lcs. 1/4;1;0;0;+36(70)489-29-95;frei.zsubor@citromail.hu
;Harmat Odin;Harmat;Odin;1950.02.03;;8412;Veszprém;Szabolcs köz 3.;1;0;0;+36(20)495-23-96;harmat.odin@gmail.com
;Dóra Zília;Dóra;Zília;1949.12.08;;9024;Győr;Trencsényi utca 59;1;0;0;+36(20)861-83-72;dora.zilia@protonmail.com
;Bakai Nelzon;Bakai;Nelzon;1949.11.18;;6758;Röszke;Horváth-kert út 38;1;0;0;+36(30)212-53-28;bakai.nelzon@citromail.hu
;Móré Elif;Móré;Elif;1949.10.27;;9730;Kőszeg;Mátyás király utca 37/A;1;0;0;+36(30)302-47-68;more.elif@citromail.hu
;Gombkötő Alamea;Gombkötő;Alamea;1949.10.21;;4034;Debrecen;Ojtványos utca 10/A;1;0;0;+36(30)387-63-26;gombkoto.alamea@protonmail.com
;Petrik Ránia;Petrik;Ránia;1949.10.10;;2676;Cserhátsurány;Csillag utca 12/Darnózseli;1;0;0;+36(20)229-23-27;petrik.rania@gmail.com
;Birkás Emíra;Birkás;Emíra;1949.08.22;;6000;Kecskemét;Mátyás király ut 199 SPAR ép.;1;0;0;+36(30)523-50-33;birkas.emira@gmail.com
;Laczó Era;Laczó;Era;1949.06.21;;1225;Budapest;Szondy út 16;1;0;0;+36(20)655-15-55;laczo.era@gmail.com
;Bánszki Neszrin;Bánszki;Neszrin;1949.05.26;;6336;Szakmár;Bíró M. utca 6 fsz/1;1;0;0;+36(70)692-55-37;banszki.neszrin@outlook.com
;Koroknai Blazsena;Koroknai;Blazsena;1949.04.06;;1022;Budapest;Szabadság telep 4;1;0;0;+36(70)647-84-70;koroknai.blazsena@gmail.com
;Árgyelán Romi;Árgyelán;Romi;1949.02.09;;1215;Budapest;Lajos utca 74-76 5.;1;0;0;+36(30)147-39-38;argyelan.romi@gmail.com
;Diószegi Bogárka;Diószegi;Bogárka;1949.01.25;;7621;Pécs;Vaskapu utca 10-14 C ép 2./209;1;0;0;+36(70)777-88-46;dioszegi.bogarka@protonmail.com
;Bagdi Gyöngy;Bagdi;Gyöngy;1949.01.13;;1111;Budapest;Mária Terézia utca  27 3/18;1;0;0;+36(70)166-98-39;bagdi.gyongy@freemail.hu
;Verebélyi Terka;Verebélyi;Terka;1948.11.15;;1133;Budapest;Nyíregyházi út 25;1;0;0;+36(30)135-57-42;verebelyi.terka@freemail.hu
;Farkas Mirka;Farkas;Mirka;1948.10.14;;8000;Székesfehérvár;Győri kapu kapu 134. 1./2.;1;0;0;+36(20)275-74-70;farkas.mirka@freemail.hu
;Kapitány Éder;Kapitány;Éder;1948.10.05;;5742;Elek;Béke ltp ltp. 2/b 2/6;1;0;0;+36(20)850-26-66;kapitany.eder@gmail.com
;Kővágó Szecső;Kővágó;Szecső;1948.09.05;;2600;Vác;Aidinger J. utca 3 1/3;1;0;0;+36(20)867-33-20;kovago.szecso@freemail.hu
;Pandur Dakó;Pandur;Dakó;1948.08.12;;8200;Veszprém;Köztársaság út 8;1;0;0;+36(70)607-80-34;pandur.dako@freemail.hu
;Mile Engelhard;Mile;Engelhard;1948.08.05;;8706;Nikla;Leadó utca 75.;1;0;0;+36(30)215-15-86;mile.engelhard@gmail.com
;Rózsavölgyi Lita;Rózsavölgyi;Lita;1948.05.18;;1134;Budapest;Mária út 31/A 2/17;1;0;0;+36(20)640-36-42;rozsavolgyi.lita@aol.com
;Huszka Fóris;Huszka;Fóris;1948.05.02;;1037;Budapest;Hold utca 10;1;0;0;+36(70)844-34-51;huszka.foris@protonmail.com
;Csóti Angéla;Csóti;Angéla;1948.03.10;;1087;Budapest;Nagy Surány utca 16;1;0;0;+36(30)780-95-62;csoti.angela@zoho.com
;Csoma Ellák;Csoma;Ellák;1948.01.22;;2900;Komárom;Liget utca 104.;1;0;0;+36(20)233-35-15;csoma.ellak@outlook.com
;Burai Briana;Burai;Briana;1948.01.03;;1188;Budapest;Török Istvan utca 34 4/5;1;0;0;+36(30)351-85-96;burai.briana@freemail.hu
;Vári Hargita;Vári;Hargita;1947.11.21;;7215;Nak;Rákóczi Ferenc  Út  6;1;0;0;+36(20)357-17-96;vari.hargita@gmail.com
;Cseh Mike;Cseh;Mike;1947.10.07;;1078;Budapest;Dorogi  út  324;1;0;0;+36(70)709-74-81;cseh.mike@gmx.us
;Skultéti Odin;Skultéti;Odin;1947.09.03;;1142;Budapest;Kispiricsizma  dűlő 32;1;0;0;+36(70)486-70-24;skulteti.odin@icloud.com
;Zilahi Szépa;Zilahi;Szépa;1947.08.26;;2440;Százhalombatta;Fő út 159;1;0;0;+36(30)322-32-79;zilahi.szepa@gmail.com
;Dézsi Oktávián;Dézsi;Oktávián;1947.07.06;;7800;siklós;Háncs utca 10;1;0;0;+36(30)584-21-53;dezsi.oktavian@gmail.com
;Kerényi Anika;Kerényi;Anika;1947.06.25;;6070;Izsák;Major  út 25;1;0;0;+36(30)580-90-44;kerenyi.anika@gmail.com
;Kutasi Annika;Kutasi;Annika;1947.06.09;;6500;Baja;Görgey  utca 20;1;0;0;+36(20)895-65-51;kutasi.annika@gmail.com
;Dóra Cinella;Dóra;Cinella;1947.03.24;;8516;Kemeneshőgyész;Bem József utca 42;1;0;0;+36(30)550-54-79;dora.cinella@icloud.com
;Gombkötő Daren;Gombkötő;Daren;1947.02.20;;8556;Pápateszér;Nyár utca 25/a;1;0;0;+36(20)681-38-93;gombkoto.daren@outlook.com
;Bakos Elígiusz;Bakos;Elígiusz;1947.02.17;;1039;Budapest;Lechner Odon utca 16;1;0;0;+36(30)934-86-90;bakos.eligiusz@citromail.hu
;Suki Xénia;Suki;Xénia;1947.01.18;;8088;Tabajd;Füzes utca 84/A fszt/3;1;0;0;+36(20)871-37-98;suki.xenia@icloud.com
;Erdélyi Filemon;Erdélyi;Filemon;1947.01.12;;1149;Budapest;Bem József utca  31;1;0;0;+36(20)246-48-97;erdelyi.filemon@gmail.com
;Deák Hatidzse;Deák;Hatidzse;1947.01.09;;1171;Budapest;Kerekdomb utca 63;1;0;0;+36(20)619-18-73;deak.hatidzse@gmail.com
;Bárdos Ardó;Bárdos;Ardó;1946.11.27;;8360;Keszthely;Mester utca 1 1/10 kcs:10;1;0;0;+36(20)533-61-15;bardos.ardo@protonmail.com
;Hollósi Szohéila;Hollósi;Szohéila;1946.11.16;;2225;Üllő;Dobó István utca 72 3/12;1;0;0;+36(70)733-96-88;hollosi.szoheila@citromail.hu
;Köteles Barbi;Köteles;Barbi;1946.10.09;;6913;Csanádpalota;Bem József  utca 11;1;0;0;+36(70)808-11-51;koteles.barbi@gmail.com
;Lakos Lavínia;Lakos;Lavínia;1946.07.21;;4532;Nyírtura;Béke utca 65 4/1;1;0;0;+36(20)676-84-75;lakos.lavinia@outlook.com
;Ladányi Ené;Ladányi;Ené;1946.06.14;;1047;Budapest;Pacsirta utca 18-20.;1;0;0;+36(70)731-65-29;ladanyi.ene@protonmail.com
;Kőrösi Mehdia;Kőrösi;Mehdia;1946.06.07;;2131;Göd;Pozsonyi utca 19;1;0;0;+36(30)497-98-85;korosi.mehdia@outlook.com
;Szatmári Boldizsár;Szatmári;Boldizsár;1946.05.27;;3294;Tarnaörs;Zúzmara utca 2;1;0;0;+36(20)576-88-70;szatmari.boldizsar@gmail.com
;Schwarcz Leopoldina;Schwarcz;Leopoldina;1946.01.23;;3271;Visonta;Vadgesztenye utca 3;1;0;0;+36(20)643-35-45;schwarcz.leopoldina@freemail.hu
;Bene Asztéria;Bene;Asztéria;1946.01.13;;9026;Győr;Wass Albert utca 2 2/14;1;0;0;+36(20)561-30-57;bene.aszteria@zoho.com
;Bagi Árkos;Bagi;Árkos;1945.11.23;;2134;Sződ;Pannónia út 44 1/6;1;0;0;+36(30)308-34-56;bagi.arkos@gmail.com
;Szita Gyöngyi;Szita;Gyöngyi;1945.10.23;;9151;Abda;Arany János utca 29 fsz./2;1;0;0;+36(20)902-10-57;szita.gyongyi@freemail.hu
;Siklósi Kamilló;Siklósi;Kamilló;1945.08.16;;5055;Jászladány;Szakolca  utca 16;1;0;0;+36(30)844-33-74;siklosi.kamillo@gmail.com
;Nagy Julilla;Nagy;Julilla;1945.08.04;;2211;Vasad;Posztó  utca  2;1;0;0;+36(20)147-53-42;nagy.julilla@gmail.com
;Süli Konkordia;Süli;Konkordia;1945.07.21;;8093;Lovasberény;Hunyadi  utca 9 2/10;1;0;0;+36(30)564-58-89;suli.konkordia@protonmail.com
;Sárosi Absolon;Sárosi;Absolon;1945.06.01;;5600;Békéscsaba;Rákóczi Ferenc  út 82;1;0;0;+36(20)958-69-22;sarosi.absolon@gmail.com
;Sinka Liberátusz;Sinka;Liberátusz;1945.05.08;;1185;Budapest;Dembinszky utca 40;1;0;0;+36(30)610-98-24;sinka.liberatusz@outlook.com
;Bella Bozsó;Bella;Bozsó;1945.05.01;;1118;Budapest;Mária utca 41;1;0;0;+36(70)865-41-75;bella.bozso@aol.com
;Csapó Dilon;Csapó;Dilon;1945.04.25;;1149;Budapest;Bánhidai  Ltp 301 fsz./1;1;0;0;+36(20)838-55-56;csapo.dilon@outlook.com
;Kaló Báruk;Kaló;Báruk;1945.03.25;;3070;Bátonyterenye;Nyírfa sor 1;1;0;0;+36(70)734-77-93;kalo.baruk@gmail.com
;Tátrai Gotfrid;Tátrai;Gotfrid;1945.03.16;;2030;Érd;Fiumei  út 4 Tükörfóliá/s ajtó;1;0;0;+36(70)811-60-10;tatrai.gotfrid@gmail.com
;Uhrin Salomé;Uhrin;Salomé;1945.03.07;;1192;Budapest;Dékáni Árpád utca 11;1;0;0;+36(30)563-18-52;uhrin.salome@gmail.com
;Rozsnyai Paula;Rozsnyai;Paula;1945.02.14;;6800;Hódmezővásárhely;Tisza István utca 32 fszt/8;1;0;0;+36(30)824-90-59;rozsnyai.paula@freemail.hu
;Kerekes Mimóza;Kerekes;Mimóza;1945.02.12;;9952;Gasztony;Terv  utca 70;1;0;0;+36(70)385-76-64;kerekes.mimoza@zoho.com
;Ábrahám Damiána;Ábrahám;Damiána;1944.12.20;;1054;Budapest;Rákóczi Ferenc  út 36;1;0;0;+36(70)874-98-71;abraham.damiana@zoho.com
;Bartos Orsi;Bartos;Orsi;1944.12.17;;7761;Lothárd;István király út 106;1;0;0;+36(70)500-33-28;bartos.orsi@freemail.hu
;Gajdos Rozál;Gajdos;Rozál;1944.12.14;;9789;Sé;Pázsit utca 12.;1;0;0;+36(70)621-89-53;gajdos.rozal@protonmail.com
;Kenyeres Oxána;Kenyeres;Oxána;1944.12.06;;9700;Szombathely;Dessewffy  utca 51/b;1;0;0;+36(20)578-22-71;kenyeres.oxana@gmx.us
;Keresztesi Zsófianna;Keresztesi;Zsófianna;1944.12.04;;1203;Budapest;Szent László utca 27.;1;0;0;+36(70)111-57-80;keresztesi.zsofianna@gmail.com
;Flóris Hejkó;Flóris;Hejkó;1944.11.23;;6080;Szabadszállás;Tisza  tisza 159;1;0;0;+36(30)583-41-45;floris.hejko@protonmail.com
;Komlósi Uzon;Komlósi;Uzon;1944.11.15;;3531;Miskolc;Bocskai utca 12;1;0;0;+36(20)903-75-42;komlosi.uzon@outlook.com
;Mózer Lóisz;Mózer;Lóisz;1944.11.11;;8060;Mór;Etele út 71 4/37;1;0;0;+36(70)406-50-47;mozer.loisz@protonmail.com
;Csíkos Hortenzia;Csíkos;Hortenzia;1944.09.25;;8800;Nagykanizsa;Fóti út 9/A 1 ép.;1;0;0;+36(20)721-65-77;csikos.hortenzia@gmail.com
;Csoma Monor;Csoma;Monor;1944.07.20;;1191;Budapest;Zsolcai kapu 8;1;0;0;+36(70)779-28-22;csoma.monor@protonmail.com
;Szedlák Lenke;Szedlák;Lenke;1944.07.11;;8542;Vaszar;Etelka utca 2 4/13;1;0;0;+36(30)484-48-48;szedlak.lenke@outlook.com
;Dobos Magorka;Dobos;Magorka;1944.06.04;;1202;Budapest;Járandó tanya 76/5;1;0;0;+36(30)188-86-36;dobos.magorka@yandex.com
;Móricz Asur;Móricz;Asur;1944.04.26;;7960;Sellye;Rakosligeti  Hatarut 117535;1;0;0;+36(30)619-56-74;moricz.asur@gmail.com
;Bauer Zulejka;Bauer;Zulejka;1944.03.28;;4562;Vaja;Alsomező utca 12;1;0;0;+36(70)589-41-30;bauer.zulejka@yahoo.com
;Paksi Alfonza;Paksi;Alfonza;1944.03.03;;1108;Budapest;Nagy Imre krt. 22 1/3;1;0;0;+36(70)739-48-25;paksi.alfonza@gmail.com
;Móricz Blondina;Móricz;Blondina;1944.01.27;;4026;Debrecen;Rosenberg utca 5 1/5;1;0;0;+36(70)496-30-63;moricz.blondina@gmail.com
;Róth Minka;Róth;Minka;1943.12.25;;2030;Érd;Olasz  utca 25 6/18;1;0;0;+36(20)725-33-81;roth.minka@gmail.com
;Danó Bellaróza;Danó;Bellaróza;1943.10.22;;8900;Zalaegerszeg;Börzsöny utca 2/c 1/5;1;0;0;+36(70)202-90-55;dano.bellaroza@gmail.com
;Vaskó Asella;Vaskó;Asella;1943.09.26;;1239;Budapest;Széchenyi utca 27.;1;0;0;+36(30)137-22-71;vasko.asella@yandex.com
;Téglás Irénke;Téglás;Irénke;1943.09.07;;3400;Mezőkövesd;Kölesdi  út 19;1;0;0;+36(20)915-83-42;teglas.irenke@gmail.com
;Oroszi Marcián;Oroszi;Marcián;1943.08.27;;3053;Ecseg;Rákoczi Ferenc ut 69 3/2;1;0;0;+36(30)828-38-65;oroszi.marcian@aol.com
;Bujáki Arona;Bujáki;Arona;1943.06.11;;6792;Zsombó;Mártirok  utca 89 10/1;1;0;0;+36(30)681-41-49;bujaki.arona@outlook.com
;Németh Dagomér;Németh;Dagomér;1943.03.23;;9400;Sopron;Árpád  út 43;1;0;0;+36(70)465-70-67;nemeth.dagomer@outlook.com
;Bata Violet;Bata;Violet;1943.03.16;;7632;Pécs;Juharfa  utca 19 8/23;1;0;0;+36(30)754-67-54;bata.violet@icloud.com
;Rózsa Lavanda;Rózsa;Lavanda;1942.12.24;;6090;Kunszentmiklós;Cinege út 24.;1;0;0;+36(30)103-54-47;rozsa.lavanda@gmail.com
;Göbölyös Deli;Göbölyös;Deli;1942.12.02;;2091;Etyek;Somogyi út 9 fszt/3;1;0;0;+36(30)945-93-75;gobolyos.deli@yandex.com
;Cziráki Druzsiána;Cziráki;Druzsiána;1942.10.21;;1098;Budapest;Ábrányi  út 11;1;0;0;+36(20)854-17-20;cziraki.druzsiana@aim.com
;Rozgonyi Szániva;Rozgonyi;Szániva;1942.09.11;;9700;Szombathely;Bányató utca 14. 2/11;1;0;0;+36(20)101-76-24;rozgonyi.szaniva@outlook.com
;Bognár Liboriusz;Bognár;Liboriusz;1942.08.15;;8000;Székesfehérvár;Turi  utca 40;1;0;0;+36(30)315-88-77;bognar.liboriusz@outlook.com
;Becker Melinda;Becker;Melinda;1942.06.25;;6453;Bácsbokod;Kossuth L utca 40;1;0;0;+36(70)863-31-79;becker.melinda@outlook.com
;Kassai Vajda;Kassai;Vajda;1942.05.28;;9171;Győrújfalu;Kovácsdomb utca 16;1;0;0;+36(30)871-10-49;kassai.vajda@gmail.com
;Földvári Zimány;Földvári;Zimány;1942.04.05;;2151;Fót;Kéki utca 88.;1;0;0;+36(20)115-65-68;foldvari.zimany@outlook.com
;Danó Dávid;Danó;Dávid;1941.11.18;;9500;celldömölk;Falu Tamás utca 6 E ép. fsz./2a;1;0;0;+36(70)644-17-82;dano.david@gmail.com
;Mihalik Román;Mihalik;Román;1941.09.22;;2711;Tápiószentmárton;Garay utca 103;1;0;0;+36(20)976-81-48;mihalik.roman@aim.com
;Pálmai Csende;Pálmai;Csende;1941.08.08;;9443;Petőháza;Taksony utca 27/A Óvoda ép.;1;0;0;+36(30)285-82-54;palmai.csende@freemail.hu
;Jáger Kármán;Jáger;Kármán;1941.07.19;;8200;Veszprém;N?pfürdő utca 15/d 1/5;1;0;0;+36(20)650-49-73;jager.karman@outlook.com
;Kelemen Vénusz;Kelemen;Vénusz;1941.06.28;;1112;Budapest;Kosuth lajos utca 141;1;0;0;+36(20)662-97-15;kelemen.venusz@gmail.com
;Korsós Ronetta;Korsós;Ronetta;1941.04.21;;2767;Tápiógyörgye;Hegyalja utca 23.;1;0;0;+36(70)293-73-77;korsos.ronetta@gmail.com
;Magony Óceánia;Magony;Óceánia;1941.03.19;;8441;Márkó;Páskom utca 18;1;0;0;+36(70)787-91-60;magony.oceania@outlook.com
;Vinkler Julinka;Vinkler;Julinka;1941.02.21;;9024;Győr;Ilektra utca 15;1;0;0;+36(20)718-80-97;vinkler.julinka@gmail.com
;Kasza Latinka;Kasza;Latinka;1941.01.27;;2723;Nyáregyháza;Honvéd  út 15;1;0;0;+36(70)766-58-76;kasza.latinka@gmail.com
;Becsei Orlandó;Becsei;Orlandó;1941.01.11;;2600;Vác;Baktay tér 2 Posta ép.;1;0;0;+36(70)354-66-17;becsei.orlando@outlook.com
;Kristóf Szotirisz;Kristóf;Szotirisz;1940.11.25;;9147;Dör;Buda  utca 17;1;0;0;+36(70)688-81-65;kristof.szotirisz@gmail.com
;Sánta Violenta;Sánta;Violenta;1940.10.27;;6635;Szegvár;Tanácsköztársaság  ?t  12;1;0;0;+36(70)833-95-57;santa.violenta@freemail.hu
;Váradi Kusán;Váradi;Kusán;1940.09.23;;2132;Göd;Kőrősi Csoma Sándor utca 2/13/3.;1;0;0;+36(30)580-40-74;varadi.kusan@gmail.com
;Dobó Bazil;Dobó;Bazil;1940.09.02;;4400;Nyíregyháza;Lechner Odon Fasor 8 5;1;0;0;+36(20)571-92-19;dobo.bazil@aol.com
;Both Domokos;Both;Domokos;1940.08.10;;3459;Igrici;Caprera utca 14;1;0;0;+36(70)610-42-86;both.domokos@freemail.hu
;Szekeres Szíra;Szekeres;Szíra;1940.06.20;;3651;Ózd;Árpád fejedelem utja 8;1;0;0;+36(20)322-21-66;szekeres.szira@gmail.com
;Kormos Szépa;Kormos;Szépa;1940.06.11;;1047;Budapest;Patkoszeg  utca 4;1;0;0;+36(70)229-97-27;kormos.szepa@gmail.com
;Sali Oldamur;Sali;Oldamur;1940.06.07;;4400;Nyíregyháza;Pillangó utca 18-20;1;0;0;+36(30)102-61-21;sali.oldamur@aol.com
;Mucsi Benke;Mucsi;Benke;1940.05.10;;3000;Hatvan;Vasút utca 98/a (postán maradó);1;0;0;+36(20)569-97-38;mucsi.benke@protonmail.com
;Danó Vasziliki;Danó;Vasziliki;1940.05.07;;8893;Bucsuta;Tisza utca 10 fszt./9;1;0;0;+36(70)793-76-77;dano.vasziliki@yahoo.com
;Mihály Zuárd;Mihály;Zuárd;1940.04.06;;2375;Tatárszentgyörgy;Tövishát utca 25 1/3;1;0;0;+36(30)600-40-68;mihaly.zuard@gmx.com
;Mihályi Andreina;Mihályi;Andreina;1940.03.11;;3700;Kazincbarcika;Hangulat utca 4 fszt/1;1;0;0;+36(70)335-48-20;mihalyi.andreina@gmail.com
;Fogarasi Cseresznye;Fogarasi;Cseresznye;1940.02.01;;1126;Budapest;Vay Ádám  krt. 4-6. 2/215.;1;0;0;+36(70)188-40-62;fogarasi.cseresznye@freemail.hu
;Mihalovics Nagyezsda;Mihalovics;Nagyezsda;1939.10.02;;8556;PÁPATESZÉR;Határ  út 20 fszt./4;1;0;0;+36(20)443-68-72;mihalovics.nagyezsda@freemail.hu
;Görbe Brunhilda;Görbe;Brunhilda;1939.08.23;;1117;Budapest;Piac tér 10.;1;0;0;+36(20)928-67-56;gorbe.brunhilda@freemail.hu
;Földi Martin;Földi;Martin;1939.07.11;;1211;Budapest;Bem  ut 23;1;0;0;+36(70)283-13-44;foldi.martin@gmail.com
;Piller Rubinka;Piller;Rubinka;1939.07.05;;8946;Pusztaederics;Széchenyi tér 14-15;1;0;0;+36(30)233-76-30;piller.rubinka@gmx.us
;Babai Kelemér;Babai;Kelemér;1939.06.13;;9545;Jánosháza;Ág utca 1;1;0;0;+36(70)778-41-25;babai.kelemer@protonmail.com
;Zsákai Abelárd;Zsákai;Abelárd;1939.05.15;;7527;Rinyakovácsi;Szabadság utca 21 Duna House ép.;1;0;0;+36(30)873-30-23;zsakai.abelard@gmail.com
;Labancz Bársonyka;Labancz;Bársonyka;1939.04.20;;9024;Győr;Bátky Zsigmond utca 9 3/7;1;0;0;+36(30)921-31-43;labancz.barsonyka@gmail.com
;Balázs Zsáklin;Balázs;Zsáklin;1939.04.10;;5231;Fegyvernek;Testvérvárosok utca 4 5/1;1;0;0;+36(30)489-72-24;balazs.zsaklin@yandex.com
;Holló Téna;Holló;Téna;1939.03.11;;2642;Nógrád;Felső cebe  tanya 58.;1;0;0;+36(30)923-16-15;hollo.tena@freemail.hu
;Czifra Donát;Czifra;Donát;1939.02.26;;6725;Szeged;Nagyboldogasszony tér 3b;1;0;0;+36(70)814-96-68;czifra.donat@icloud.com
;Végh Brigitta;Végh;Brigitta;1939.02.07;;1036;Budapest;Kossuth Lajos  utca 118.;1;0;0;+36(70)215-91-43;vegh.brigitta@outlook.com
;Gombkötő Rut;Gombkötő;Rut;1938.12.16;;2364;Ócsa;Szent Vendel  út 33,;1;0;0;+36(70)867-84-22;gombkoto.rut@gmail.com
;Bende Kolett;Bende;Kolett;1938.12.12;;6060;Tiszakécske;Damjanich   utca 5;1;0;0;+36(20)448-76-33;bende.kolett@outlook.com
;Cseke Pantaleon;Cseke;Pantaleon;1938.11.26;;2144;Kerepes;Hegyalja utca 4/5;1;0;0;+36(30)240-97-76;cseke.pantaleon@outlook.com
;Klein Gerle;Klein;Gerle;1938.10.22;;2347;Bugyi;Szentkorona  utca 132;1;0;0;+36(30)391-27-20;klein.gerle@gmail.com
;Szikszai Oguz;Szikszai;Oguz;1938.10.14;;4263;Nyírmártonfalva;Aradi vértanúk  Tere 3/A fszt./2;1;0;0;+36(30)238-95-50;szikszai.oguz@outlook.com
;Széles Mézi;Széles;Mézi;1938.10.09;;6421;Kisszállás;Gárdonyi Géza utca 31.;1;0;0;+36(70)812-96-69;szeles.mezi@outlook.com
;Csillag Beatrisz;Csillag;Beatrisz;1938.08.05;;3385;Tiszanána;Szentpéteri kapu 77 3/4;1;0;0;+36(70)565-39-66;csillag.beatrisz@icloud.com
;Mészáros Cézár;Mészáros;Cézár;1938.07.28;;4400;Nyíregyháza;Columbus  utca 42 fszt./2;1;0;0;+36(20)128-74-15;meszaros.cezar@gmail.com
;Ferenczi Gópál;Ferenczi;Gópál;1938.07.19;;4564;Nyírmada;Dohany utca 20;1;0;0;+36(70)144-15-65;ferenczi.gopal@gmail.com
;Pós Paulin;Pós;Paulin;1938.07.04;;2314;Halásztelek;Kernács telep 29;1;0;0;+36(20)227-57-84;pos.paulin@protonmail.com
;Bak Klétus;Bak;Klétus;1938.05.18;;4300;Nyírbátor;Temető  utca 12;1;0;0;+36(70)275-10-22;bak.kletus@yandex.com
;Bari Estilla;Bari;Estilla;1938.03.05;;8200;Veszprém;Csorvási út 27.;1;0;0;+36(30)811-33-88;bari.estilla@aol.com
;Radó Lőrinc;Radó;Lőrinc;1937.05.15;;7472;Szentbalázs;Templomsor utca 3.;1;0;0;+36(70)256-52-53;rado.lorinc@gmail.com
;Göbölyös Zelma;Göbölyös;Zelma;1937.04.17;;3104;Salgótarján;Mátyás király utca 151.;1;0;0;+36(30)505-58-72;gobolyos.zelma@gmail.com
;Braun Szofiána;Braun;Szofiána;1937.04.01;;8083;Csákvár;Harangvirág  utca 12;1;0;0;+36(70)107-35-49;braun.szofiana@citromail.hu
;Utasi Gemella;Utasi;Gemella;1937.01.05;;8500;Pápa;Liliom út 8;1;0;0;+36(20)761-62-58;utasi.gemella@gmail.com
;Vékony Gerzson;Vékony;Gerzson;1936.11.23;;1011;Budapest;József Attila út 29 3/3;1;0;0;+36(70)566-55-73;vekony.gerzson@aol.com
;Hunyadi Rodion;Hunyadi;Rodion;1936.11.18;;6033;Városföld;Árokszállási utca 20;1;0;0;+36(70)777-33-18;hunyadi.rodion@freemail.hu
;Csatári Ivó;Csatári;Ivó;1936.10.08;;5931;Nagyszénás;Gyűrű  utca 14 6/18;1;0;0;+36(30)823-26-46;csatari.ivo@freemail.hu
;Károly Anriett;Károly;Anriett;1936.10.04;;4400;Nyíregyháza;Óvirághegy út 17;1;0;0;+36(20)750-87-59;karoly.anriett@freemail.hu
;Bárdi Hubertusz;Bárdi;Hubertusz;1936.09.27;;2144;Kerepes;Elek utca 80;1;0;0;+36(20)428-90-79;bardi.hubertusz@gmail.com
